Business Id,Reviewer Name,Rating,Text,Time Created
yi6jIxzHo-nbAOG4KWuqcw,Tseten S.,4,Ina Garten loves their Cacio e Pepe and as do I! Truthfully I didn't know about this Ina bit before coming here for brunch. On a early Saturday afternoon...,2019-12-08
pk89jzL1RsE9U0thf_z6tw,Pam Pam G.,4,"Locanda Verde is another great COVID-friendly establishment in NYC. There is ample outside seating available and hand sanitizer on every table. 
My cousin...",2020-11-13
pk89jzL1RsE9U0thf_z6tw,Emily N.,5,"There really are no words other than... best restaurant ever. Period. We've been here many times, for both brunch and dinner. Last time there was during...",2021-01-30
pk89jzL1RsE9U0thf_z6tw,Jeff C.,5,"Came for Thanksgiving.

Despite the COVID, the staff was very warm and welcoming.   The restaurant was immaculate and the staff kept the ambiance even with...",2020-11-26
YdFFUP3-PBzBsE3j75XwaQ,Tracy S.,5,"If you like pizza then you'll definitely love the panzerotti bites but definitely bigger than just a bite, it's quite large and great for the price. It's...",2021-02-14
YdFFUP3-PBzBsE3j75XwaQ,Kristin B.,5,"Wow this place is VERY delicious. We ordered salame and veggie panzerotti and the ingredients were so simple, fresh, and rich. The bread is that perfect...",2021-01-17
YdFFUP3-PBzBsE3j75XwaQ,Jackie M.,5,Panzerotti bites is the best! I don't live super close so this is my go to delivery meal when I've had a long day and want to treat myself. The classic is...,2020-09-11
7cjT33LfYSk7vrRdEaSr4w,Adrienne N.,5,An update to my previous review -- they were kind to give me a gift certificate after my prior experience that we used subsequently to order for pick up. We...,2020-10-18
7cjT33LfYSk7vrRdEaSr4w,Deborah P.,5,The food is spectacular; from pastas to very fresh fish and perfectly cooked vegetables. The service is friendly and professional and the decor is...,2020-12-12
7cjT33LfYSk7vrRdEaSr4w,Michelle D.,5,"A great neighborhood gem that definitely worth traveling to for an talian experience with Sinatra playing in the background, gracious hospitality, homemade...",2020-11-11
C3E8CVVwzKtOv_sRR1WuRQ,Peter H.,4,"Four person takeout feast. In order of preference: 
$14 Caponata - This dish was a revelation to me. Heaping piles of spiced eggplant and strong-flavored...",2021-02-10
C3E8CVVwzKtOv_sRR1WuRQ,Biana G.,5,Best and most authentic Italian food on the UWA by far! Walk inside this charming Northern Italian restaurant to find a display of meats and cheese similar...,2020-11-25
C3E8CVVwzKtOv_sRR1WuRQ,James K.,5,"Dangling meat in the windows.  If you grew up in an Italian neighborhood, you WANT to eat here just looking in the windows.  Sadly for me, the place was...",2020-10-28
ZhjRaJkfCIVopvamUzrEsA,Michelle M.,5,"Delicious!!!! I can't remember the name of the gnocchi but it was so tasty and so was the chicken with fettuccine Alfredo  ,the veal was good but needed...",2021-01-14
ZhjRaJkfCIVopvamUzrEsA,Angela L.,5,"After a trip to the zoo, we decided to try the famous Italian restaurants of the Bronx. It was hard to decide but we finally decided to try this place. 
We...",2021-01-03
ZhjRaJkfCIVopvamUzrEsA,Domi P.,4,"San Gennaro is a great spot. They have tents set up for outdoor dining. 

Ordered their Zucchini Flower for an appetizer. For mains we got their Sole E...",2021-01-12
wZkZmjZEJDraLJgAalnHvA,Cherice M.,5,I went to this place for the first time two nights ago. It was raining so we had to sit inside and I was very pleased to see how spaced out the tables were...,2020-10-18
wZkZmjZEJDraLJgAalnHvA,Gavie V.,5,"Can't believe I have yet to review one of my favorite go-to spots! Im pretty sure it was to keep this hidden gem a secret. Haha, so onto a long one! 

Prior...",2020-08-19
wZkZmjZEJDraLJgAalnHvA,Ryan F.,5,"Great food, service, and properly socially distanced tables and seats during Covid times!",2021-01-23
z7H9ApIGopnDnQaglnPTzg,Jon B.,5,It's sad to see a GREAT restaurant like this not filled with happy customers due to COVID restrictions and associated seating limitations. Serve is always...,2020-11-21
z7H9ApIGopnDnQaglnPTzg,Andrew D.,5,"ANCORA was my favorite restaurant when I moved to Manhattan from NJ 15 years ago.  I took my g/f to Ancora for our 1 month dating anniversary and many, many...",2020-07-18
z7H9ApIGopnDnQaglnPTzg,Ester K.,5,"Such an incredible experience!! We were so lucky to get a spot here during COVID, but despite that, had the greatest time. We thank you all for the greatest...",2020-07-16
jSrDUsCXkKqbBQ9sqDLFcg,Jose R.,3,Came here twice and both times i ordered pasta with some type of sauce they skimp on the sauce and the food is expensive why do you give little to no sauce...,2021-01-11
jSrDUsCXkKqbBQ9sqDLFcg,Malini A.,3,"Had breakfast here while staying at the hotel. Service was good but found the food to be just ok. Had toast, yogurt, small fruit bowl and coffee. Everything...",2019-10-08
jSrDUsCXkKqbBQ9sqDLFcg,Mari S.,5,"Unexpected layover in NYC, this was the only restaurant I could find that didn't serve Asian food. So glad I stopped in!!  Fabio and staff were very...",2019-08-14
LYkx0_gmy-RrJQBPYzulNg,Cristina G.,5,"Upscale Italian dining in Bay Ridge.

I've been here a million times pre-Covid for family dinners, catch-ups with friends, and a bridal shower. The dining...",2020-08-26
LYkx0_gmy-RrJQBPYzulNg,Gabriella C.,5,My father's birthday is today so we decided to call in a dinner order for pickup. I got there a little early and they allowed me to wait inside until the...,2021-02-15
LYkx0_gmy-RrJQBPYzulNg,Sofya A.,3,"Very nice meal. I loved the octopus, fresh and delicious!! But service was really bad , I was there for one hour and they kept asking are you done, You want...",2021-01-17
y_tRUBOu3qg7lkaO2Xk1hQ,Maggie G.,5,Frost is a neighborhood classic. If you want authentic Italian food in a low key environment this is the place for you. The staff is amazing. One man in...,2020-09-24
y_tRUBOu3qg7lkaO2Xk1hQ,Bill S.,1,My in laws have been going here for over 30 years everyone knows each other on a first name basis. We placed a order a week in advance for Christmas Eve...,2020-12-30
y_tRUBOu3qg7lkaO2Xk1hQ,Estela S.,5,"Frost has delicious Italian-American food for great prices. This is a place for the family or a cute simple date night. Frankly, I'm getting hungry just...",2020-07-20
cKGi-erQrad9lf87VH6cjA,Prashant B.,5,"I work in Middle Village and regularly order lunch from Antica Trattoria using Uber Eats. The prices are affordable for the quality, the food is authentic,...",2020-07-14
cKGi-erQrad9lf87VH6cjA,Paola S.,5,"Placed an order for pick up, 2 orders of Penne Alla Vodka with grilled chicken and they did not dissapoint. The vodka sauce was delightful, the chicken was...",2020-07-07
cKGi-erQrad9lf87VH6cjA,Gary G.,5,"The place is the best! I go there twice a month at least, never had a bad meal. The veal is the best in the city!  My go to place .",2020-10-22
FNxOWxts63oDRKwy9Pbfzw,Taylor M.,5,Came here during Covid on a Monday night in August. They have outdoor seating in the front on the street and in the back. Ask to sit in the back since it's...,2020-08-17
FNxOWxts63oDRKwy9Pbfzw,Minna C.,5,Made a reservation the night before for Sunday dinner and boy was I happy I found this place! My friend and her husband were craving Italian food and the...,2020-12-27
FNxOWxts63oDRKwy9Pbfzw,Cyrus A.,4,"Fantastic service at Tarallucci in NoMad! The servers and hosts were all attentive and friendly. The space is great too, with lots of room indoors and...",2020-11-12
xPmCy25F1-uq-1vAP_1TBQ,Florence V.,5,Delicious and affordable home style Italian food. The 3 meat and cheese was simple and good portion for 2 (or 1 in my case) paired with some honey for...,2021-01-22
xPmCy25F1-uq-1vAP_1TBQ,Michelle S.,5,"I'm a sucker for home-made delicious Italian food, and Piccante was right up my alley. I've been visiting here for over a year now and I am NEVER...",2020-07-01
xPmCy25F1-uq-1vAP_1TBQ,Vita I.,5,"OMG, We are regretting now that we didn't try that place earlier! If you in the mood for good , delicious ,almost like you Mom's cooking food-that the place...",2020-10-22
AbNXFnI4OlWZvsQLGKf64w,Miriam B.,5,Dino is just as lovely as it was before the pandemic. I ordered from them for delivery and it was delicious (pasta with lemon and the olive oil cake)....,2020-09-19
AbNXFnI4OlWZvsQLGKf64w,hannah k.,5,I don't know why this place doesn't have 5 stars!!! It is ridiculously delicious. A friend recommended it and I've ordered delivery twice in two days ....,2020-08-15
AbNXFnI4OlWZvsQLGKf64w,Charissa I.,4,"Stopped by here on my way home from an eye doctor appointment and grabbed lunch to-go. Ordered the Orecchiette by recommendation from the hostess/waitress,...",2020-11-16
6AWiJUeP4FINQF48az-bkQ,A M.,5,Really enjoyed our dinner here! They accept reservations which I love. We were a party of four and started with the bruschetta which was very rich in flavor...,2020-11-19
6AWiJUeP4FINQF48az-bkQ,Olivia C.,5,"If you're going to gain quarantine weight, it should be with delicious pasta. :) 

Please support Pasta Eater during this crazy time and order yourself a...",2020-03-25
6AWiJUeP4FINQF48az-bkQ,Chandler T.,5,"Pasta Eater is a hip Italian eatery sitting next to Union Square. It's on a really quiet street, a nice getaway from the Union Square craziness only one...",2020-09-11
wTaomJ5xoi-c7R_xKFmcpA,Alex A.,5,This was a very pleasant experience for me and my date. The salads arrived within 5 minutes. Entrees were amazing. right amount of spices and the vegetables...,2020-12-13
wTaomJ5xoi-c7R_xKFmcpA,Brian M.,5,07/03/2020Came in with my two sons for lunch for one of their birthdays. First chance to dine outside since the COVID-19 pandemic started. Our waiter was...,2020-07-03
wTaomJ5xoi-c7R_xKFmcpA,Paula L.,5,Came for dinner on a Tuesday night. Sat outside under heated lamps in a tent. Amazing service and really warm atmosphere (in a Covid condition setting). The...,2020-12-15
13GEQ-lgTcydZda7lhv_hw,David R.,5,My family has been enjoying La Palina for the last 20 years.  The food tastes homemade and every dish is a tour de force.  The wait staff is great and each...,2020-12-31
13GEQ-lgTcydZda7lhv_hw,Joseph C.,5,"Old school, big portions, good service, great food.
Old school, big portions, good service, great food.",2021-02-17
13GEQ-lgTcydZda7lhv_hw,John H.,4,"Old school Italian food.  Pure, simple, good.  I had the flounder oreganata with a side of broccoli.  Service was prompt.  Bonus, there is a small valet...",2020-10-12
Fu7J2Fwoj_S6Jpg9dULzKg,Mia S.,5,"100/10, I love Pepe Rosso. I order take out from them all the time, and it's the perfect late night snack. I always order the spaghetti bolonese, and it is...",2020-10-27
Fu7J2Fwoj_S6Jpg9dULzKg,Maddie M.,5,"The chicken, peppers and pesto panini totally slapped--it was absolutely delicious!! I got it on the house-made focaccia, which was moist on the inside and...",2019-06-24
Fu7J2Fwoj_S6Jpg9dULzKg,Tatiana D.,5,"I've gotten both the spaghetti pesto and the penne vodka from here, both of which have been delicious. The pesto was a little oily for my taste, but the...",2019-11-17
0axnkZlDiQcJVc06DDXxGQ,M. M.,5,"Gem of a restaurant, in a hectic neighborhood with many diverse choices. Away from broadway crowds but still very accessible, this is the real deal of...",2020-11-07
0axnkZlDiQcJVc06DDXxGQ,Tansy W.,5,Amazing. Probably the best Italian I have had in the area. Plenty of lovely outdoor seating during COVID in a great neighborhood. Reservations were easy to...,2020-07-26
0axnkZlDiQcJVc06DDXxGQ,Crystal Y.,5,"Delivery review
Ordered on doordash and it arrived hot, which was great. A few of us shared the burrata salad (delicious). I had the veal ravioli and I...",2020-09-04
h9rymMeMUMOxQ9d93U0YDg,Catherine C.,5,"An Italian twist to brunch! Despite COVID, Baker & Co kept its garden cozy. It's well decorated with fairy lights and greens.

I got the eggs benedict with...",2020-12-21
h9rymMeMUMOxQ9d93U0YDg,Cindy C.,5,I went on a Wednesday for lunch and was pleased they still had some breakfast options so I mixed things up by getting two entrees knowing I'd take one home....,2020-11-04
h9rymMeMUMOxQ9d93U0YDg,Natalie R.,5,Really enjoyed my meal here. Nice outdoor setup and staff were friendly and efficient. The inside looked charming though wasn't available due to covid.,2021-02-09
rTzojTIarMjh_X7YPliySw,K F.,5,"We've ordered from this restaurant a bunch during the pandemic. The food is always delicious, arrives hot & is well packaged. One time, they forgot part of...",2020-09-27
rTzojTIarMjh_X7YPliySw,Meline V.,5,"Zio Luigi,  today's specials ...
Clams Possilipo (delicious)
Baked ziti Bolognese (excellent)
& Veal Marsala (not the best but not bad)
Everything else on...",2021-02-09
rTzojTIarMjh_X7YPliySw,Phil H.,3,"First and foremost, take advantage of the BYOB policy here. There is not a charge to bring in your favorite bottle of wine or alcoholic beverage and enjoy...",2019-09-09
TzVVPWK_4dhdSEpNqZwIhQ,Susan M.,5,"Delicious! Walked from hotel. Awesome waiter. Perfect, quiet night for a curbside Italian meal. They did a nice job. Street and area was quiet. Homemade...",2020-08-19
TzVVPWK_4dhdSEpNqZwIhQ,Elaine L.,5,"I had an outdoor social distancing dinner here in August 2020.  I felt comfortable as they followed all the COVID-19 safety protocols.  Most importantly,...",2020-08-22
TzVVPWK_4dhdSEpNqZwIhQ,Monicka C.,5,"Order:
- Spaghetti al Pomodoro (5/5)
- Tiramisu (5/5)

Pros:
- Great tasting pasta 
- Quiet indoor dining area (dined indoors when indoor dining was allowed...",2020-12-27
TsYrzVVtkKO4Asrk_L9stw,Matt W.,5,Before my trip to NYC I was browsing social media to see where I should eat. The first photo I came across was a picture of Parm's mozzarella sticks. I'm a...,2020-11-30
TsYrzVVtkKO4Asrk_L9stw,Jason M.,4,"I've only ever had takeout, but their parmesan hoagies are DELISH! It's the awesome, sturdy sesame seed bread and plenty of fresh basil leaves that takes...",2020-08-16
TsYrzVVtkKO4Asrk_L9stw,Tansy W.,5,"Never actually dined here but this is a delivery favorite. 

AMAZING:
- orecchiette with pesto, broccoli rabe, and sausage (one of the specials) - maybe the...",2020-07-30
TZto7AjdA337XIw66AOpUw,Y Z.,5,"This is our go-to favorite Italian restaurant in the neighborhood.  Great atmosphere, entertaining and quality waiters, terrific food.  It's aways crowded,...",2019-11-10
TZto7AjdA337XIw66AOpUw,Yujin K.,3,Vongole was full of fresh clams and the rich flavored juice was amazing! Only thing was that 20% of clams had sands in them. It is very unpleasant to bite...,2020-10-12
TZto7AjdA337XIw66AOpUw,Losa P.,1,Huge rip-off. Tried to double charge us for a bottle of wine. Please check your bill before leaving as these guys are crooks. They tried to pass off the...,2020-12-23
J0c8ZtHPf08TMVeojPkNkQ,Lorianne W.,5,"Why haven't I been to this place ever before?  Came here for lunch and greatly enjoyed the experience.  

The food - 

I had steak and eggs with a side...",2021-02-13
J0c8ZtHPf08TMVeojPkNkQ,Candace M.,5,This is one of my go-to spots for take out and for dining in. Whatever I order is always amazing and the staff are very nice.,2021-02-17
J0c8ZtHPf08TMVeojPkNkQ,Lily S.,5,A great covid-safe dining option -- outdoor patio and sidewalk seating with heaters. Nicely spaced away from other tables as well. As soon as we arrived we...,2020-12-30
3P8hb1ZOCA8IjEGfqpSpxg,E M B.,5,"Beautiful COVID-19 setup outside, twinkling lights and quintessential UES ambiance. The chicken is the best you'll have. The pasta tastes like it was rolled...",2020-10-22
3P8hb1ZOCA8IjEGfqpSpxg,Lindsay G.,5,Really amazing food and service. It's pricey but very worth the splurge. Highly recommend the veal Milanese.  The Covid precautions are excellent; tables...,2020-10-11
3P8hb1ZOCA8IjEGfqpSpxg,Gen T.,5,Such a cute little Italian spot on the corner! My Roomates and I pass this place all the time and was finally able to try it. The service is impeccable!...,2021-02-18
xKIv_b2L2pUHmsoJ-xOepg,Patrick O.,5,"Great food, nice ambiance, and wonderful service.  It was so nice to have an intimate dining experience durning a global pandemic. Ben was our main server...",2020-11-27
xKIv_b2L2pUHmsoJ-xOepg,Albert B.,5,"This is a hidden gem in Tribeca! We ordered (for curbside pickup) the snapper, which was just was just perfect and the orecchiette, recommended by a friend...",2020-06-10
xKIv_b2L2pUHmsoJ-xOepg,Kelly O.,5,Our original wedding plans were canceled due to Covid but my now husband and I still wanted to get married civilly and have a small lunch with our family....,2020-10-01
zww7OtudkcE921UT2ThOSg,Erickson D.,5,"One of Lefferts Garden's best neighborhood restaurants, offering amazing authentic pizzas and an array of specialty cocktails. If you love negronis, this is...",2020-10-26
zww7OtudkcE921UT2ThOSg,Morlene C.,4,"Camillo feels like the really reliable neighborhood haunt where good memories are made. It feels simultaneously upscale and breezy, cozy and airy. Pre-covid...",2020-10-14
zww7OtudkcE921UT2ThOSg,Marcia D.,3,"Great wine and cocktails. Nice atmosphere. Good pizza. I really wanted to love this place so i gave it a second, then 3rd try but my opinion hadn't changed...",2021-02-10
MTQpqHo-cCAPK7c9fd6zHw,Aileen M.,5,"Picked up lunch from here in late December and was very pleased. Order: gluten free margherita pizza with hot sausage, sun dried tomatoes, and spinach. As a...",2021-01-11
MTQpqHo-cCAPK7c9fd6zHw,P R.,2,"Writing this for management to see so they can correct this issue.

We really like this place and order from here every week. 

We got a pizza yesterday -...",2021-02-13
MTQpqHo-cCAPK7c9fd6zHw,Jeff L.,5,Fantastic pizza!  I had the grandma slice and they add fresh basil olive oil and grated Parmesan.very friendly staff. Definitely coming back!!,2020-09-28
Q1_UvNyONsaVS_VC1mD9Dw,Gab G.,4,"Osteria Cotta is a solid Italian spot on the UWS. I ordered takeout and had a great experience. Meatballs and margherita pizza were both good, and the...",2020-12-16
Q1_UvNyONsaVS_VC1mD9Dw,Mahsa N.,4,"We wanted to go for outdoor dining given the current COVID situation and ended up picking this place. We had a lovely experience, great service and place...",2020-10-26
Q1_UvNyONsaVS_VC1mD9Dw,vivian t.,5,"I've been here previously on a date and we sat at the bar to have a drink while we waited for the live music next door at prohibition -- pre-covid times.

I...",2020-08-14
3D6UAhoKnF3A03rX_v5ngA,Craig R.,4,"Great vibe and ambiance. Was seated downstairs which was really nice, private and intimate despite having the space for some small to medium-sized...",2020-11-02
3D6UAhoKnF3A03rX_v5ngA,Catherine C.,4,I got the squid ink pasta and steak. The pasta only had one piece of seafood in it so it felt a bit plain but the steak was great!,2021-02-14
3D6UAhoKnF3A03rX_v5ngA,Abigail S.,4,"This is a cozy LES Italian spot, not of the kitschy red sauce and meatballs as big as a small child variety, but more subtle and seasonal--delicate...",2019-08-28
eVk4F9ixl89zyUHJ1G2Aiw,Eugene C.,5,"I finally tried Luzzos' famous pizza yesterday. WOW, the pizza was AMAZING!!!!!!! Everything was fresh and full of flavors. They even gave us a...",2021-01-25
eVk4F9ixl89zyUHJ1G2Aiw,Mary S.,5,"Amazing pizza and cool vibe! Thank you Lorenzo for recommending which toppings to get , I especially love the pepperoni slices! The pizza dough was also...",2020-12-12
eVk4F9ixl89zyUHJ1G2Aiw,Rebecca C.,5,"Between 4 people we shared two 16"" pizzas, the tartufata (mozzarella and truffle oil) and the ripiera (has ricotta cheese, ham, and salami). If you come...",2020-01-02
QObHX0yR6zd0WfksRDbJTA,Hannah K.,5,Went there a few months ago (before the pandemic shut everything down) and I'm STILL thinking about how amazing their pasta was! I had the unlimited pasta...,2020-09-26
QObHX0yR6zd0WfksRDbJTA,Anushka J.,4,"This little Italian place is a delight for for pasta lovers with their all u can eat pasta .... And the anti pasti served with it. 

For $25 this is a...",2020-02-16
QObHX0yR6zd0WfksRDbJTA,Winny L.,4,Came here with a big group to celebrate a friend's birthday. Overall service and food were good. Staff was friendly and attentive. When you check in and...,2020-01-19
IxwuIDcpRa7EpQs7V481Ww,Bonnie W.,5,Eating outside in NYC has become more eclectic and fun as restaurants are getting more and more creative with their outdoor space. We walked by this...,2020-10-11
IxwuIDcpRa7EpQs7V481Ww,Stephanie M.,2,This spot is nice and the food was exceptional. I got there an hour and 10 minutes before they closed but I was not able to order my own food. I didn't even...,2021-02-13
IxwuIDcpRa7EpQs7V481Ww,Clancy Y.,1,The food is ok but the service is slow. We wait like 20 minutes for appetizer then 20 minutes for the main dish. We asked them three times for the check. So...,2021-02-10
YFvF4r2D-wJOgJAOvanaZQ,Sonachi A.,5,This meal was sooooo yummy. My friend treated me to Luzzo's and ordered us both gnocchi. We both had our stuffed with cheese and chose the crab sauce...,2020-08-04
YFvF4r2D-wJOgJAOvanaZQ,Steph A.,5,Wow! The food coupled with the customer service made this an amazing experience. Our waiter was very friendly and concerned about our comfort especially...,2020-12-10
YFvF4r2D-wJOgJAOvanaZQ,Salvatore C.,5,Heard good things about this spot. My party did not have a reservation but they were kindly able to fit us in. The restaurant was very safe to eat at in...,2020-10-20
sB8-R8-FYj-kJrSzTlbmgw,Steve N.,4,"Lockdown update, 31 Mar 20: I called in my order, cash-only, for pickup. Our chicken parm, tri-color salad, and meatballs were all excellent to very good....",2020-03-31
sB8-R8-FYj-kJrSzTlbmgw,Leon T.,5,I usually don't write reviews for restaurants. But this one is outstanding. Delicious food and relatively inexpensive. Definitely get the Fettuccine...,2020-10-26
sB8-R8-FYj-kJrSzTlbmgw,Sarah D.,4,"Right before everything went under social distance mode, hubby and I went here for an Italian date night. I was marathon training and every Friday night I...",2020-03-29
PQd4M3cuSgdweWgLgZIslQ,Liz K.,5,"Delicious, fresh, crispy. Enjoyed every bite of it. The restaurant is in a quiet corner of Manhattan. Worth a trip. The bar is a nice addition, too! Will...",2020-05-23
PQd4M3cuSgdweWgLgZIslQ,Lynda V.,5,The food is outrageously delicious... all covid protocols in place... but more than that the bartender and waiters especially bernard are soooo nice sweet...,2020-11-22
PQd4M3cuSgdweWgLgZIslQ,Steve B.,5,"The best pizza and pasta I've had in lower Manhattan. Clean and attentive service. 

Will come back!",2020-08-31
idxD3X7WfLFPZMoFnCRIQQ,Ellie C.,5,Been going here for so many years true favorite. Best is their amazing special pasts with red sauce and peas. Nothing short of fabulous. They are so nice...,2019-10-06
idxD3X7WfLFPZMoFnCRIQQ,Jianwei G.,1,"Went there for restaurant week. 

I have been to 5 restaurants in restaurant week. 

This is the only one that I didn't finish any course.

My friend only...",2020-02-03
idxD3X7WfLFPZMoFnCRIQQ,Laurie V.,5,"Loved everything about it. My friend Erika is ""the happiest customer"" they've ever had. So cheerful and full of joy, so the Manager made sure we got a...",2019-06-20
J9xVQScnr0lYWl61_mLXMA,Zaza R.,5,"**OUTDOOR DINING REVIEW**

Some of the BEST Italian food I've had - that happens to be from Harlem! 

I visited Lido back in September with my BF and a...",2020-12-30
J9xVQScnr0lYWl61_mLXMA,Ali M.,5,I feel like it is a rare thing to give a restaurant all five stars but Lido takes the cake. I came here yesterday with my friends and we were all blown away...,2020-08-22
J9xVQScnr0lYWl61_mLXMA,Eva C.,5,"Food is consistently outstanding. Pre-COVID, we used to go there for the lunch specials all the time.never had a bad dish there.",2020-08-18
clOFor0bFSjse7EUfdRacg,jorge v.,5,"Faro is my favorite restaurant in New York. Since my (now) wife and I's first meal here in 2015, we have been consistently delighted by the quality of...",2020-11-26
clOFor0bFSjse7EUfdRacg,Melissa R.,5,"Christmas Eve dinner at Faro Last Year - very creative menu with 6 courses featuring different kinds of ""fish"". Well balanced menu with a very strong start....",2020-12-21
clOFor0bFSjse7EUfdRacg,Chernel H.,4,"Ordered on seamless on NYE. ordered the pasta kit and the burger. The pasta kit was easy, just boiled the pasta for 5 minutes and mixed in the ragu in a pot...",2021-01-05
ntQ7O1YPMIOrQkynhXRBVg,Ashley L.,5,Manducatis is absolutely amazing! I have lived in the neighborhood for 5 years and so sad that I am just experiencing this restaurant for the first time! We...,2020-10-26
ntQ7O1YPMIOrQkynhXRBVg,Juggy ..,5,"Vincenzo and Ida have been running this amazing Italian restaurant for many years. They are truly the real deal. 

Obviously they are from Italy and are...",2020-04-02
ntQ7O1YPMIOrQkynhXRBVg,Ben L.,4,I first heard of this from the many mentions of this restaurant on Zagat. I finally went with a few friends and we were all happy with our dinner. The...,2019-05-05
VXyk19eG4B2I6noumvfHCw,C S.,5,"What a fantastic evening we had!

Outdoor seating was plentiful and there was more than enough social distancing space between tables.  The servers...",2020-08-29
VXyk19eG4B2I6noumvfHCw,Nicole P.,5,First night out to dinner in months and Gargiulo's got it 1000% correctly! Their covid protocol is very comforting to know  that they are taking the extra...,2021-02-14
VXyk19eG4B2I6noumvfHCw,Kimberly M.,4,"This beautiful, historic restaurant feels like a step back in time but in the best way possible. The service is attentive, the decor elegant, and the food...",2019-11-08
wUoLj0v2cJ9T4mgebQqoZw,Annie Y.,5,Great Italian spot in FiDi! These people are quick to get you your food while providing excellent customer service. We were a bit tight on schedule since...,2019-12-31
wUoLj0v2cJ9T4mgebQqoZw,Aiko S.,3,I came here with my boyfriend one night since we live nearby. We didn't have reservations but didn't have to wait for a table. It actually wasn't very...,2020-01-22
wUoLj0v2cJ9T4mgebQqoZw,Mark C.,5,"James, the head of the house, was fantastic. Every time I travel to NYC I make sure to eat here. I have been to Italian restaurants across the country, and...",2019-07-22
YT5Ywu9y190B4IGIlBetzA,Natalie K.,4,"I'd gotten mixed reviews about Morandi, so I wanted to make a decision about it for myself. I made a reservation a week in advance which was necessary...",2020-10-30
YT5Ywu9y190B4IGIlBetzA,Sarah D.,4,"So delicious. Only complaint was how crowded and loud it was at dinner time, but now with covid I doubt that will be an issue. Food really was delicious...",2020-07-04
YT5Ywu9y190B4IGIlBetzA,Bonnie G.,3,"This is the week of ""Is it better than Crispo?"" As we try a ton of downtown Italian restaurants and wonder, are they better than the Italian spot Crispo on...",2020-03-10
VF3wSCRC3mE6JpBQPQXELA,Alex M.,5,Possibly the best chicken parm I've had it was totally worth it. Delivery as well and it held up pretty good. Spicy rotini is pretty good too,2020-10-25
VF3wSCRC3mE6JpBQPQXELA,Eric H.,4,"I've been trying to get to Parm for quite some time. Given the current situation, eating at Parm is obviously out of the question. But I made the trek from...",2020-05-14
VF3wSCRC3mE6JpBQPQXELA,Tatiana J.,5,"Um the eggplant parm was Amazing! I mean everything was delicious but the eggplant parm, with the gorgeous spicy rotini were a dynamic duo. A+++++ they have...",2020-10-05
SpyQHasbnU5YkOR6PI4sNQ,Niccolo B.,5,"I like the pizza here! Very tasteful and delicious. And their fried calamari too!
I got them to take away and I was very satisfied with the whole service....",2020-01-13
SpyQHasbnU5YkOR6PI4sNQ,Noor Bint J.,4,"Imagine walking in NYC during a cold, rainy day. You're literally freezing. You pass by a pizza shop and decide to go in. It's cramp but cozy. They sit you...",2019-12-01
SpyQHasbnU5YkOR6PI4sNQ,Nicki K.,2,"I have a Yelp friend tell me Yelp failed him when he went to visit Philly. I feel the same way as I used Yelp in LIttle Italy.

In my mind, I wanted more...",2019-08-04
5pRxCYQppSq0czjFDN9X3Q,Ofelia E.,4,"Went here on NYE. Service was pretty slow at first, took 30 minutes after being seated to finally get our drinks order taken and be given menus. I could see...",2021-01-04
5pRxCYQppSq0czjFDN9X3Q,Claudia P.,5,"I went to Campagnola last Saturday for dinner and I'm glad I did, what a great place!
My experience was very pleasant in every aspect, the staff was very...",2020-08-24
5pRxCYQppSq0czjFDN9X3Q,Kelly D.,1,"What a complete red sauce dump this place has become.  

No social distancing and the have simply doubled their reservation size by adding out door tables....",2020-12-05
xKZSIBaGkXX7ppIceuhiQQ,Dennis J.,5,"- this review is only for the eggplant parm i JUST had for takeout.

Pretty banging for what you pay, would def get again. Sitting in times square i didnt...",2020-09-04
xKZSIBaGkXX7ppIceuhiQQ,Sha M.,5,Delivery! Really great meal once again. I have been treating many friends to this place. Check out some of the most recent dishes I have had the luxury of...,2020-05-26
xKZSIBaGkXX7ppIceuhiQQ,Robert C. Y.,4,"I first dined at Buca years ago in Vegas  to avoid getting fleeced in overpriced restaurants in the hotels. Pretty good.

Since we are staying home and all...",2020-03-26
if6ZZopcH51YQ7E3y4BxaA,Jonathan C.,4,I placed a delivery order through Yelp. Agnello scottadito (lamb chops and roasted potatoes) and burrata e pomodorini bruschetta (burrata and cherry tomato...,2020-09-13
if6ZZopcH51YQ7E3y4BxaA,Jan P.,4,"Four stars die covid measures. Sanitizing. Between customers. Servers in masks. Nicely separated tables on sidewalk and street. 

Decent wine.  Really good...",2020-08-30
if6ZZopcH51YQ7E3y4BxaA,J. Lawrence N.,5,"Tuscan Hills is truly proving to be one of the best restaurants in the 'hood. We've been ordering in since the pandemic began, but have recently...",2020-07-11
mYc4l0LrKTDQJb6zH3Rs4g,Catherine -.,5,"Was craving Italian food . I stopped by to pick up take out, this place never disappoints me. Tried it a few times. While waiting for my order I spoke to...",2020-09-04
mYc4l0LrKTDQJb6zH3Rs4g,John C.,5,"FANTASTIC!! Everything here is absolutely delicious. One of the best spots in the neighborhood. They will not disappoint. Staff is always super friendly,...",2020-12-11
mYc4l0LrKTDQJb6zH3Rs4g,Cynthia R.,5,"Great for a night out, I haven't eaten since Covid started but we had a couple date nights and always enjoyed the cozy atmosphere and filling plates.",2020-08-06
